,beer/name,beer/beerId,beer/brewerId,beer/ABV,beer/style,review/appearance,review/aroma,review/palate,review/taste,review/overall,review/time,review/profileName,review/text
684,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,4,4.5,4.5,1305509552,JCaweinstein,"Poured from a can into a Sam Adams PP glass. Pours an cloudy yellow with a one finger, foamy white head, which dissipates very quickly. Some nice lacing going down the glass.		Smells of caramel malts and not picking up much of the hops in the nose but my sense of smell at the moment is not the best.		At first taste I get a little hop bitterness followed by caramel with a big piney, resinous hop finish. This is a very tasty IPA.		Medium bodied with very bold flavors. This beer leaves behind that resinous, piney hop flavor after the beer has been swallowed.		I really like this beer. It is most certainly a hop lovers delight. It's fairly low ABV could allow one to drink down a few of these in one sitting. However, the price could limit the number of times I try this, at over 16$ for a sixer."
685,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,4,4,4,1305416445,bluejacket74,"12 ounce can. Served in a pint glass, the beer pours a hazy amber color with about an inch off-white head. Head retention is pretty good, and there is a lot of lacing left behind on the glass. Aroma is herbal and citrusy hops, along with a bit of sweet malt. Taste is similar to the aroma, it's mostly hops with some sweet malt noticable too. There's also a nice lingering bitter hoppy finish. Mouthfeel/body is medium, it's slick with moderate carbonation. It's easy enough to drink. I think it's a good solid IPA. I'd buy this one again in the future."
686,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4.5,4,1305234074,felipe2toes,"Pours a reddish orange with a thick off-white head. Lots of sticky lacing, head reduces down to nice crust.		Smells of pine, grapefruit, and resinous hops.		Nice hoppy flavor with citrus and pine notes. I tinge of malt as well.		Medium bodied mouth feel and overall a very drinkable beer."
687,Caldera IPA,10784,1075,6.1,American IPA,4,5,4,4,4.5,1305154329,Nugganooch,"Canning craft brew - I'm a fan. Accessability. You would think it would bring the prices down but thats okay I guess.		From can to pint glass		A: Pours a darker caramel color pale with some orange tints to it. Massive khaki tan head due to bad pour on my part but sticky icky lacing fo' sure!		S: Instant pop of the top is burst of sweet mango and tangerine aromas. Candied orange rinds. Is this a friggin orange soda? I cant get over the smells of citrus oils here. Best fruity and floral nose in an IPA I have come across in a while. Better than Flower Power maybe. 		T: Taste is intense hop bitterness that is just danky hops, resiny pine, and blasts of citrus. Grassy and sassy. I love it! Malts hardly detectable at first but the hops do settle down fairly quickly and give way to this sweet caramelly malt goodness. Soft caramel and sweet cracker. Nice bittery dry finish. Delciousness out of a can.		M: Sticky resinous hops do coat the tongue but overall pretty creamy in texture and peppers out the palate on the finish.		D: Pretty damn nice IPA out of a can I must say. Snowboarding, camping, fishing...they all just got even better. More please.		All I got to say is I need to get up to Oregon."
688,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,4,4,4,1305061090,zoolzoo,"Pours amber, bordering on orange. Completely white, fluffy head. Pine sap and floral bouquet for aroma. Malt sweetness is also detectable in the nose.		Taste is grassy, piny, spicy. Assertive but balanced, caramel malt is present. Big merit on drinkability, a simple and flavorful IPA. Finishes clean, nice and smooth. This would be a great ""every day"" IPA, but I guess, so would Pliny."
689,Caldera IPA,10784,1075,6.1,American IPA,4,4,4.5,4,4,1304497206,MaltsOfGlory,"The look of this is pretty freaking nice, the coolest part about the look is the contrast between the head and the body. The head is almost completely white, and the body is a reddish, orangey, amber color, it looks more like an amber than an IPA, but the head color and body color look really nice together. I can tell the head is a solid one, it is clearly leaving good lacing, it didn't hang around too long though. If it had better head retention I would probably give this a 4.5, but since that head went a little fast, 4. Nice citrusy hops on the nose, along with a very clean smell. The beer just smells super clean and fresh, like they used really good water or something. You can also pick up a nice malt note in there, it is pretty distant, but for sure there. Maybe some grapefruit in here too, not sure. The smell is very nice though, it smells like a very good IPA. Well on the taste, it for sure has enough hops, it's not a weak IPA, that's for sure. The taste is really just like I detected it would be on the smell, it's really big on the hops, and it has a very small malt note in the back end. Frankly I'm surprised at how much more hop there is than malt, I guess I just haven't had a really good (or hoppy, if you will) IPA in a while. Not super complex other than the basic tastes, but it is super well done none the less. The mouthfeel is also pretty good, nice solid feel to it, not too big, not too small, just right. Drinkability is a little low just because it is so damn bitter, but I can't be upset about that, that just means it's a good beer! Overall a damn good beer, not extraordinarily complex, but a very well done beer, there is really nothing wrong with this beer at all."
690,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,4,4.5,4.5,1304395617,robbrandes,"always love this IPA, might as well officially review and give it it's due. poured from a 12oz can - big ups for camping-ready beer!		pours a nice, clear amber color. big-time sticky, fluffy head; recedes to a half-inch layer of fine foam which does not budge through the last drink.		smell is a delight - crazy pine and a nice toasted malt, slightly caramelized sugar notes.		taste buds are loving it - classic west-coast IPA. is it bitter? you bet! nice alcohol warmth and a tight, clean finish. this is certainly sessionable for any hophead.		love to see our local southern oregon brewery making a top-notch offering!"
691,Caldera IPA,10784,1075,6.1,American IPA,4,4,3.5,4,4,1304241876,rootbeerman,"A: pours amber orange with a decent finger of off white head. 	S: grapefruit and light pine, and floral hop. There is some malt sweetness in the background.	T: a nice tounge coating hop, that is piny, a citrus cross between grapefruit and orange. Malt is light but nicely sweet. 	M: coating hop, though the malt is light in the mouth, good carbonation. 	O: canned beer is really starting to grow on me, and leaves me impressed enough to try calderas other offerings"
692,Caldera IPA,10784,1075,6.1,American IPA,3.5,4,4,5,4,1303877384,dubinsky,"12oz can poured into a Crate and Barrel Snifter.		A - Pours a clear, dark amber color with a one finger, fluffy off-white color head. The head is sticking around for a really long time. Excellent retention and excellent lacing.		S - This is by far the fruitiest smelling IPA i have ever had the chance of enjoying. Pineapple and mango DOMINATE the aroma. I dont smell any citrus or pine. Some maltiness is pressent, but the fruit dominate the aroma profile for me. 		T - Piny and resiny hop flavors mixed with less prominant citrus and pineapple. The flavors are very crisp and clean. The sweetness that i smelled is not as present as i expected. Very well balanced.		M - Medium bodied with medium carbonation. Well balanced hop bitterness and malt sweetness. Fairly sticky from the resiny hops.		O - A great IPA. The aroma is second to none and it helps that it drinks as well as it smells. Its just high enough in ABV that i wouldn't want to session this beer. I also love the can and think that more beers need to be sold in cans. I will buy this again whenever and where ever i can find it."
693,Caldera IPA,10784,1075,6.1,American IPA,5,4,4,4,4,1303603331,TheSarge,"Produces a vast amount of foam with awesome retention, which is off white in color. The body is clear and dark copper colored. 		Aroma is pint and floral along with some toffee notes. 		The brew's taste is a bit sweet in he way of caramel upfront, and quickly dives into a piny finish. 		Feels oily slick from the beginning to the end, but with a mild warm finish."
694,Caldera IPA,10784,1075,6.1,American IPA,4,3,3.5,4,3.5,1303345928,thebeerisgood,"Aroma: Not much to this one with very faint hints of floral hops and citrus, maybe a little grassy.		Appearance: A medium amber color with a thick creamy white head that leaves a thick top that follows the beer all the way down the glass.		Taste: Muted grassy hops, orange, balanced well with sweet malt and finishes dry.		Mouthfeel: Medium-light feel to it with mild carbonation.		Overall: Not a bad brew overall, but not great either. Checking Caldera's site on this, it claims to have an assertive hop profile and 94 IBUs. I'm thinking this can traveled a long way and sat for quite some time before being sold to me, because I am not picking up much bitterness or hops. Someone could have told me this was a pale ale with IBUs around 50-60, and I would have believed it. Still, it was an enjoyable beer, and I'll be keeping an eye out for others from this brewery."
695,Caldera IPA,10784,1075,6.1,American IPA,5,4,4,4.5,4.5,1303342207,richkrull,"I got this one from SuperNova777 in my poker winnings. Thanks a lot bud. 		Poured a great copper color with quite a bit of big white head on it. Decent lacing as well. Smell is full of citrus and hops. Taste is very good - great hop flavor. Mouthfeel is light-medium. This beer goes down very smooth. Really glad I got a chance to try this beer. I really enjoyed it."
696,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,3.5,4,1302758157,colts9016,"Poured into a nonic at 45 degrees.		Appearance: A one finger off white head that has decent retention. The head is frothy and bubbly with a little lacing on the head. The color of the beer is copper color with dark reddish hues. The clarity of clear with some carbonation bubbles. 		Nose: There is a good pine, floral bouquet, and grapefruit with some citrus. There is a nice toasty malt. Other aromas are solvents and yeast.		Taste: A nice hop flavor that is pine floral, and grapefruit with some citrus. The malt is a strong backbone with a toasty note. Other flavors is solvents, yeast, and there is a tinny note. 		The mouth feel is astringent and carbonated. 		Overall: The body of the beer is medium light and the finish is medium full. This is a good IPA but there is a metalic note that is off putting. Good beer overall."
697,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,4,4,4,1302406558,shand,"Poured from a 12oz can into a nonic. Thanks to BA redbird.		This brew pours a cloudy golden-amber color crested with two fingers of head that retains well and leaves great lacing. The smell is great. Hops, grapefruit, and some caramel malts. A normal IPA nose, but done well. The taste is that of a well-done, well-balanced IPA. The malts and hops are quite harmonious, neither taking over too far. There's some ever present grapefruit here as well. The aftertaste does bring in a great deal of hop resin over malts. Mouthfeel and drinkability are both solid. Just a well-done IPA."
698,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,4,4.5,4.5,1302373074,haddon,"pours a dark golden color with large white frothy head. nice carbonation bubbles released throughout. lots of lacing down the nonic.		lots of hops on the nose. mostly pineapple with orange peel, spice and a very light sweet malt hint on the end.		citrus all over the place... grapefruit & pineapple. nice clean finish with a good bitter aftertaste.		medium body with a good carbonation bite. again, clean, fresh finish.		this is a really good ipa. nice hop profile that is clean and balanced. could drink this all day. Caldera hit a home run with this one. The only drawback to this one is the price. Too expensive at $13 a sixer."
699,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,4,4.5,4,1300254593,FosterJM,"316th review on BA	can to pint	No dating on can		App- Dark amber orange with a gentle 1 1/2 finger pancake head. Big cling in the glass.		Smell- Little bit of crystal malt with some caramel sweet, maybe a pinch of graprefruity IPA'ness.		Taste- A very well done IPA. Malty backbone with a spicy, fruity, candy like chew to it.		Mouth- Medium bodied with a medium carb level. Fruits with a little pepper. Good stuff.		Drink- I will have this again. A good IPA from a can."
700,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,3.5,4,4.5,1300226155,itsfreeasinbeer,"A: Poured into a SA perfect pint, a darkened amber with three fingers of head froths forth.		S: Floral and citrus hops that lets a bit of malt through for a superb aroma.		T: The malt is well balanced against the citrus and herbal hops. A really well balanced IPA that brings a varied bouquet of hops to the table and supports it well with a robust malt backbone.		M: Mild to moderately carbonated with a bit of hops stickiness.		D: This is a great IPA that presents a powerful hops profile. This is up there with my favorite IPAs, and the boldness of its big bitter taste despite its canned presentation is a refreshing sight. This makes it the perfect beer to take to the beach or on a hike without sacrificing any flavor for portability and convenience. I've finally found a beer to replace Dale's for pure canned hop power!"
701,Caldera IPA,10784,1075,6.1,American IPA,3,3.5,3,2.5,4,1299990272,generalnotsew,I got a nice head on the pour but the coloring is a much lighter and watery looking amber color than that is expected of most IPA's. The smell is pretty nice. Mostly sweet pineapple but the hops aren't that noticeable. Very sugary as well. But I do have to give it points for being pretty strong in the nose even if it isn't showing bitterness. The bitterness is fairly sharp in the front but it fades into a kind of cheapish sweet corn and cereal like lager. Aftertaste also leaves a lot to be desired. Actually after the initial bitterness there really isn't much other flavor besides the corn and more bitterness. Pretty one dimensional. A bit too overcarbonated and kind of leaves a bad feel in your mouth. Well it is easy drinking. I can give it that. Heard a lot of good things about this beer. It failed to impress me. No canned/best by date so who knows how fresh it is. At $12 a six pack this beer is total fail! I didn't even see the price til it rang up and I thought it was a mistake and had to look at the screen to make sure. Even if it was pretty good that price is pretty bad.
702,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,3.5,3.5,4,1299614816,betsona,"Thanks to larryi86 for this 12oz can--poured into a Bell's pint glass. Preface, I can recall many a pleasant afternoons spent in SE Portland drinking this at Otto's accompanied by a smoked sausage. 		A- Golden amber color with a whitish head. Not sure if I dropped the can before pouring, but the head was two and half fingers when poured moderately. Reduces to a firm thorough covering the lasts. Plenty of lacing on the glass. No visible carbonation bubbles.		S- Hops! Complex mixture of grapefruit, grassy, and herbal tones. Not much malt. Very very hop forward. 		T- Wish it tasted like it smelled minus the grassy aroma. Bitter at the front and end. I taste white onion throughout. It is quite the hop wallop, but the onion seems to be the main taste (had nothing to eat before tasting, so no lingering food tastes). Minus the onion, I think this would be dead on.		M- Medium body with minimal carbonation. Dry finish on the tongue. Lingers bitter with that onion taste.		D- Still would drink it for nostalgia reasons alone, but it holds up. Perfect for mowing the lawn or a softball game. It is easy to drink."
703,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,4,4.5,4,1299470163,whatthehull,"Poured into a New Belgium snifter		A - Beautiful transparent amber, half finger off white head and some decent lacing		S - Huge hop and huge malt. Slightly sweet malt, huge sapling hop, citrus fruit, big floral, pine and something in this maybe more than one thing is toasted, roasted or something along those lines		T - So bitter up front, hops, citrus hops, floral hops and hops, hops hops. A bit of resin. Nice balanced malty backbone, toasted, earthy and bitter through and though		M - Weed and resin! Puckers the whole mouth with glorious bitterness and a bit of sweet at the end. Sticky and lingers for a long while		D - This is not your average IPA. This is a hop and bitterness beast. Amazing smells and tastes, but if you are frightened of bitters, stay away. If you are like me, enjoy		Final thought - If you like hops, bitterness and weed, this IPA is for you"
704,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,3.5,3.5,4.5,1299091519,Scotchboy,"Can, poured into a Sam Adams Perfect Pint.		Appearance: Pours a darker-than-straw honey color, with some hop haze and carbonation visible. Retained about a finger of off-white rocky head. Very true to the style in appearance.		Smell: Nothing overwhelming but nothing off here, either. Hops, citrus, some grassy-floral componenets as well. To me the malts took a back seat, without letting the hops being overwhelming or one-dimensional. Soft-smelling, I would call it.		Taste & mouthfeel: Essentially the same as the nose, with a grapefruit-like flavor as the main culprit. Hop bitterness makes your tongue tingle initially, and the sharp grapefruit levels out into a slight lingering bitterness. The malts are light and toasty but seem distant. Again, a little 'soft' but not one-dimensional. The mouthfeel is extremely crisp and it dries you out on the back end. I consider this a light bodied beer.		Disgustingly drinkable.		Edit to Note: I was just getting over a cold when I tried this, so I will re-review in the future. If this really is as bitter and hop-forward as some of the other reviewers are saying, I will be upping my grade for this beer."
705,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,4.5,4,4,1298841962,StoneTSR,"I picked this can up while in Nashville, Tennessee. The Caldera is not available in Illinois at this point, so I was excited to try a new West Coast IPA and this was no disappointment. 		APPEARANCE: Brilliant gold-copper in color with a quarter-inch, very homogeneous and bubbly, white head. Not bad retention, as it slowly faded over the course of a minute or so.		SMELL: Pine and floral aromas dominate the smell, but mild malt and grapefruit smells are present as well.		TASTE: This is a hoppy, bitter beer and it is delicious. The hops dominate from start to finish in this beer and balance is a relative term in this case, however, there are enough grapefruit and floral flavors to ensure that the hops don't completely destroy the palate. Very dry all the way through, particularly in the aftertaste. 		MOUTHFEEL: Well carbonated, the Caldera sparkles from start to finish while it dries and bitters the whole way through. 		DRINKABILITY: This is what a West Coast IPA is supposed to be all about - bold, bitter and biting. This is not a beginner beer, it is for the seasoned hop head who can appreciate every IBU packed into this brew."
706,Caldera IPA,10784,1075,6.1,American IPA,4,4,4.5,3.5,4,1298434789,notchucknorris,"A: Slightly hazy copper color with a slight off-white head and pretty intense lacing.		S: Pine hops and a lot of caramel malts.		T: Pretty fair balance between the hops and malts. Nice amount of hops upfront and then a lot of bready malts with a slightly burnt flavor to them. Crisp and pretty easy to drink. Without a doubt the best IPA I've ever had from a can."
707,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4,4.5,1298238484,portia99,"12oz can received as a great extra in a trade with jpmclaug. Thanks Jason! Poured into a Dogfish Head signature glass.		A - Pours a clear, dark orangey amber color with a fluffy finger of cream colored foam. Head has veyr good stying power and after descending, leaves behind thick streaks of lacing.		S - Lots of pine up front mixed with some pineapple, mango and grapefruit. Lightly caramalized malt presence...other than that, almost entirely hops in the nose.		T - Tight, crisp hop bitterness. Piney hop flavors mixed with less prominant citrus component. Stronger malt base than the aroma indicates with lots of breadiness and toasted malt. Very nicely balanced overall.		M - Light/medium bodied with a crisp and tingly medium/medium-high carbonation level. Estery fruitiness mixed with a clean hop bitterness linger past the swallow. A bit sticky and resiny from the hops.		D - A really good IPA. Well brewed with excellent balance and multilayered flavors. Could easy stick with this one throughout a session. Tasty brew without being over the top...on the high end of sessionable strength, but a few of these shouldn't kill me either."
708,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,4,4,4,1297990589,u2carew,"12oz can.	A) Pours with a tight, creamy head. Takes a bit to settle. Hazy body, amber in color. Sticky lacing. 	S) Piney. Grapefruit. Caramel.	T) Well balanced flavor combination. Caramel. Orange. Starts a little bit bitter then moves right into the malty sweetness. Finishes with a hop bit and subtle spruce and alcohol.	M) Crisp up front then smooths out. Medium body. 	D) A well crafted brew. I'd definitely drink another one."
709,Caldera IPA,10784,1075,6.1,American IPA,3,2.5,3,2.5,3,1297564790,goldbot,"Cloudy, brownish amber. Medium, foamy, off-white head. Some carbonation and a touch of lacing. Earthy, floral hop aroma, some bready malts. Flavor has more earthy hops, lots of bready, grainy malt. Heavy-ish body but not sweet. A nutty aftertaste. Odd for a west coast IPA; not hoppy at all but not much malt flavor or complexity going on either."
710,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,3.5,4,4,1297138774,Crabbicuss,"Poured from a 12 oz can to a pint glass.		A - Deep Amber color with a healthy head and most decent retention. Thick spotted lacing climbing down various sides of the glass.		S - A large upfront hit of citrus with some pine notes hiding behind some sweet caramel malt essence.		T - Right of the bat, a major hit of citrus with a follow up of some semi-sweet flavor (pineapple). Mildly sweet malty transition to the finish with a late note of Piney Hop(s) and lemon.		M - Nice body, slightly above average in carbonation, but seems to be missing a little in the transition from introduction to finishing edge, I suppose the ""carryover.""		D - By far the best canned IPA I've had to date, especially for the price. Certainly drinkable and pretty hoppy. I like the start and finish but was left wanting just a little more in the middle. Overall a pretty decent beer and easy to enjoy as a ""session"" beer.		My prescription: Get it if you can and try a few. It runs with the common theme of West Coast IPA's though IMHO it's just slightly weaker in overall flavors and finish."
711,Coconut Porter,76963,1075,9.5,American Porter,4,4,3.5,4,4,1325439672,Rifugium,"First had: on tap at Concordia Ale House, Portland, OR		Poured into a 12oz. glass, a dark brown-black with a thin tan head. I don't like coconut anything really, but the wife does, and she got this beer, so I'm glad I ended up sampling it because I was pleasantly surprised at how good it was. Smelled of--you guessed it--coconut, and milk chocolate, with some smooth roasted malts in the background. Very smooth on the tongue, taste of dark malts, and chocolate coated macaroons....which again, I do not like, but in beer form it translated so well. Sweet, but not overbearingly so, and then slightly bitter in the aftertaste. Mouthfeel was smooth, but not quite full-bodied; it was definitely a porter and not a stout. Very good overall."
712,Dry Hop Orange,23290,1075,5.6,American Amber / Red Ale,4,4,4,4,4,1316025300,Beerandraiderfan,"Orange color for a beer with orange in the name. Minimal head, its all good. Definite citrus (orange?) hop impressions here. Pleasant.		Dry taste, moderate bitterness, full hop mouthfeel. Easy to drink. Not overpowering hop presence, but good nonetheless, gives it the delicate and on point treatment moreso than just simplistic bitter brutality. Crystal and caramel malt seem to be kicking it here. Stayed away from sweet territory. Definitely gets its orange name from the hop impressions, not the addition of fruit."
713,Dry Hop Orange,23290,1075,5.6,American Amber / Red Ale,4,4.5,4.5,4.5,4,1256588802,Bliss,"This was at the newer Caldera Tap House in Ashland (Rogue Brewery's old, original spot....) It was a little dark on the patio outside, but it certainly had an orange glow and appropriate lacing. Aroma had lavender, clementine, grapefruit pith, scented geranium and thai basil exploding from the glass. Delightfully potent hops without the poison-like bitterness or tannin. Don't get me wrong, I like big beers, but drinkability for a pitcher with friends is crucial and this fit the bill."
714,Dry Hop Orange,23290,1075,5.6,American Amber / Red Ale,4,4,3.5,4,4,1186464845,css82420,"I had the opportunity to try this wonderful beer on tap at the Rogue Brewery sponsored Bones and Brew Backyard BBQ this weekend in Portland, Oregon's Pearl District. Thirty delicious beers on tap and this was the first I tried (hey, I'm a Southern Oregon man, plus my girlfriend wanted something a little fruity). The orange flavor was vibrant and quite simply amazing. Sweet, but not too sweet, and not overly bitter. The hops and orange flavor played very well together. I would love to try it once again, if I can find it."
715,Dry Hop Orange,23290,1075,5.6,American Amber / Red Ale,4,4,3.5,4,4,1178240189,msubulldog25,"Tried this beer recently on-tap at Tugboat Brewing in Portland, a pint glass at Happy Hour - May 1, 2007. Pretty sure I've had this before...		Here's the description from Caldera's website for this year-round offering:	""A conundrum in the world of beer styles. This ale does not fit any conventional beer style. Orange in color, this beer has hop characteristics of oranges and tangerines. Grist: Premium Two Row, Crystal; Hops: Amarillo, Cascade, Horizon; Original gravity: 1.052; Alcohol by volume: 5.4%.""		A: Beautiful, slightly hazy honey-orange color. Light to moderate fast-rising carbonation. Topped with a creamy, off-white head, about 1-1/2 fingers, gently fading. Good lace.		S: Malty caramel, a touch sweet. A piercing hop sting - definitely orange/citrus-smelling. 		T: More toffee-maltiness than I'd expected, but offset with that 'orange' pith taste the hops contribute. What starts sweeter ends more on the side of bitterness. Good flavors and nicely balanced overall.		M: Creamy, medium mouthfeel, carbonation seems a little light. Ends with a little sticking malt and a slightly metallic hop bite on the back of the tongue. This analogy may sound weird, but it felt like a quarter was being pressed down on my tongue...		D: For a beer without a definitive style to grade against, I can really just say that - yes - it was enjoyable and - yes - I would get it again."
716,Dry Hop Orange,23290,1075,5.6,American Amber / Red Ale,3.5,3.5,3,3.5,3.5,1120893092,Reidrover,"On tap tonight at the Horse Brass.	Nice looking orangy amber ale with a tiny white head that lasts no time, some lace left.	Aroma is pleasant but nothing special ..of hops and malts with a touch or orange peel zest.	The taste was exhilarating to start with the hops blending well with the orange peel falavours but after a while it bacame dullish,but themalts held throughout.	Mouthfeel was rather on the thin side and average for style	This is a nice beer but for once I think this would be better served quite chilled."
717,Dry Hop Orange,23290,1075,5.6,American Amber / Red Ale,3,3.5,3.5,3.5,3.5,1114161035,charlatan,"I'm guessing a bit with the style on this one. I suspect it is intended as a fruit beer. The orange in the name is certainly reflected in the taste and nose as well as the colour.		I found this on-tap at Kelly's Olympian and certainly hasn't been there for more than a fortnight.		This brew works well. It is dry and hoppy as the name suggests, and the orange doesn't ruin this by making it too sweet. Think peel rather than juice.		It is surprisingly refreshing and drinkable for such a dry beer. Not frou-frou."
718,Alpha Beta,54723,1075,,American IPA,4,4,4,4,4,1260673921,plaid75,"Poured a deep copper hue with a one and a half finger foamy white head. There was good retention and lacing. 		The smell featured a full cereal grain, caramel and a citric hop. 		The taste was mainly hop driven with a grain full malt behind. Citus and pine dominated. 		Theouthfeel was typical of the style with a very dry finish. 		Overall a tasty hop driven west coast ale."
719,Caldera Pilsener Bier,3274,1075,5.2,German Pilsener,4,4,3,3,3,1100741619,RedDiamond,"Exceptionally pale yellow with vigorous carbonation, a light white head, fogged body, and full abstract lace. This simple session lager has a sustained head, a light appealing aroma, and enough Saaz to keep your feet tapping. Could use a catchier name though. 		Served on tap at the Siskiyou Pub, Ashland, OR."
720,Caldera Pilsener Bier,3274,1075,5.2,German Pilsener,5,4,4,4.5,4.5,1017782385,venneman,"Okay, pilseners aren't that hard to make, but being able to match what I drank in Germany? Well, that's a tall order. With that said, this reminded me of the beers I drank in Germany, when I favored the crisp, clean taste of a cold pilsener. The color is straw yellow and crystal-clear. The smell is light and floral, and the taste is crisp, malty-sweet and lightly hopped. In addition, the hops hit you then disappear. The mouthfeel is light, as a pilsener should be. Overall, an exceptional beer!"
721,Hibiscus Ginger Beer,60951,1075,4.7,Fruit / Vegetable Beer,3,3.5,2.5,3,2.5,1281555381,cbarrett4,"Again folks, I do enjoy a fruit beer every now and then, and this was a pretty decent brew, just not a stand out.		A - pours an average reddish gold hue with light carbonation and a thin head		S - Actually nice on the nose, delicate perfume with ginger, honey, and flowers up front.		T - Pretty good, though nothing special, kind of girly, but would be nice to drink at the pool or beach		M - light bodied and lacks stuffing, lots of acidity up front		D - gets rather boring and a little too tedious after the first few sips."
722,Exotic Erotic Passion Fruit Ale,37917,1075,5,Fruit / Vegetable Beer,3,3.5,4,3.5,3.5,1185477411,ccrida,"Pour from draught into an imperial pint at the Horse Brass, Exotic Erotic Passion Fruit Ale is a clear gold, with a thin white head and no lace. 		The smell is mild and fruity, as much from the dry hopped cascade(?) as the passion fruit it seems. Not bad, but more restrained then I expected.		The taste is bitter sweet, a little grainy, not much hops and a touch of passionfruit. Basically drinks like a pale ale, not as fruity or tart as I was expecting. While I didn't want a daiquiri, I could have used more of the ""real passion fruit puree"" that this was made with. 		The mouthfeel was quite nice, creamy and very light without being watery. 		This was pretty drinkable, mainly due to the light body and borderline bland taste. I, however, like my beers have to some punch to them taste wise, and didn't find that here."
723,Hopportunity Knocks,56071,1075,6.8,American IPA,4.5,4,4.5,4,4,1323451554,beer2day,"Ruddy read pour with 2 fingers of cream head. Great retention and thick strands of lace.		Floral hop nose. Woody, earthy mix. Bread malt thrown in for good measure.		Taste is hop esthers, with light resin and oil. Also a surprise with a taste of strawberry licorice.		Thick, chewy body for the style.		I'd get this again."
724,Hopportunity Knocks,56071,1075,6.8,American IPA,4,4.5,4,4.5,4,1321942858,whatthehull,"Tasted nov. 12th 2011 (from notes)	 	A - beautiful copper/amber, almost no but very white head and no lacing	 	S - sweet yeast, sweet malts, very hoppy! Lots of citrus. Pineapple, grapefruit, very fresh and crisp. Beautiful bouquet. Smells velvety sweet	 	T - super hoppy! Tons of earth, wood, grassy, tons of bright spring and summer flowers, very nice slightly toasted malts, tons of very, very nice bitter. This ale is super crisp	 	M - medium body, medium acidity, medium complexity, semi balanced and long finish	 	D - super bitter, very nice but very bitter. Crisp, refreshing and very fresh everything. If you have had hoppy caldera stuff, this is for you!	 	Final thought - only $5 a pop and 7%! Get some of these. Enjoy ASAP!"
725,Hopportunity Knocks,56071,1075,6.8,American IPA,3.5,3,3.5,4,4,1318649689,Satchboogie,"22oz bottle poured into a tulip glass		A: Pours hazy dark red-orange with just over a finger of fairly tight white head. Good retention, leaves decent lacing.		S: Pine, candied fruit, caramel. Very sweet smelling, this one could be fading.		T: Hops are definitely on the down swing. Upfront I get pine, slightly dank orange and herbs, a little grapefruit, and floral notes. Not too bitter or sharp. There definitely is a good bit of caramel sweetness, but it isn't so much so that it's offensive. Fairly wet finish with a little bit of lingering bitterness. 		M: Medium body, moderate carbonation that fizzes out quickly and leaves a smooth and nearly effervescent-free finish. Fairly resinous and an adequate level of bitterness.		O: This actually isn't too bad for a now fading IPA. I could see this being pretty solid when fresh, maybe even great. At this point now it doesn't seem that old (maybe 2 months to 3 months) and is certainly enjoyable."
726,Hopportunity Knocks,56071,1075,6.8,American IPA,3,2,1.5,1.5,1.5,1318236286,barleywinefiend,"A: Poured a hazy amber color with a nice white cap		S: Faded piney hops, caramel		T: Caramel and faded hops battle for dominance while the metallic and old Earthy notes fight for second place. Bad.		M: Medium to full body and not one I would recommend hiolding on your palate		O: Poor IPA, drainpoured after two sips"
727,Hopportunity Knocks,56071,1075,6.8,American IPA,4.5,3,4,3.5,3.5,1317341123,titosupertramp,"A: An attractive orangish amber in color, clear. Finger of off-white/tan head with nice texture. Good amount of lacing and film with lots of large bubbles. Unfortunately, this is the highlight of the beer.		S: Hops are here, but they're in the backseat of the smell. Caramel and nutty with pine and grass hops. It's not a bad smell at all, but not what I'm looking for in my IPAs really.		T: Caramel, nutty, bread crust, sugary with piney, resinous hops playing a larger role in the taste. Has a tea like quality.		M: Medium to full bodied. Dry, sticky and bitter at the finish lets you know Caldera added plenty of hops to the beer...I'm just not sure why they didn't play a larger role in the smell. Oh well.		O: This by no means is a bad beer and is ejoyable, but I can't see myself paying the Oregon premium for this beer again. It's just not quite what I want from the style."
728,Hopportunity Knocks,56071,1075,6.8,American IPA,4.5,3.5,4,3.5,3.5,1314752908,oberon,"Poured into an imperial nonic a clear copper with a great one finger sticky white head that nver really leaves,a frothy mass is there during the whole duration of the glass.Big caramel malt in the nose with subdued citric hops,a little hop oomph and it would be great.Citric and herbal hops play against a big caramel/biscuit malt base with neither getting the upper heand really.There is a little lightly roasted nuttiness in the malt profile as well.A beer thats oh so close to being stellar,just bump up the hop profile and there you go,as is its pretty good."
